question_id,set,difficulty,time_limit_ms,mode,instruction_en,instruction_hi,option_1,option_2,option_3,correct_positions,category,trap,twist_eligible,points
Q011900,pool,2,3200,except,TAP BOTH EXCEPT SPOON,SPOON छोड़कर बाकी दोनों पर टैप करें,CHAPATI,SPOON,CROW,"1,3",mixed,,no,17
Q011901,pool,3,2600,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,45,57,12,3,even,,no,16
Q011902,pool,3,2600,except,TAP BOTH EXCEPT NIGHT,NIGHT छोड़कर बाकी दोनों पर टैप करें,NIGHT,JAIPUR,ELBOW,"2,3",mixed,,no,20
Q011903,pool,1,4000,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,74,92,18,2,biggest,,no,12
Q011904,pool,5,1700,except,TAP BOTH EXCEPT MONDAY,MONDAY छोड़कर बाकी दोनों पर टैप करें,MONDAY,BENCH,LAMP,"2,3",mixed,,no,26
Q011905,pool,2,3200,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,28,27,60,2,odd,,no,14
Q011906,pool,2,3200,rule,TAP THE CITY,शहर पर टैप करें,JAIPUR,VEENA,HAIR,1,city,,no,14
Q011907,pool,1,4000,go,TAP GOLDEN,GOLDEN पर टैप करें,BROOM,RICKSHAW,GOLDEN,3,mixed,,no,10
Q011908,pool,5,1700,rule,TAP THE SHAPE,आकृति पर टैप करें,PURI,DIAMOND,POMEGRANATE,2,shape,,yes,21
Q011909,pool,5,1700,except,TAP BOTH EXCEPT HYDERABAD,HYDERABAD छोड़कर बाकी दोनों पर टैप करें,FOREST,KOCHI,HYDERABAD,"1,2",mixed,,no,26
Q011910,pool,3,2600,except,TAP BOTH EXCEPT LYCHEE,LYCHEE छोड़कर बाकी दोनों पर टैप करें,SNAKE,SIXER,LYCHEE,"1,2",mixed,,no,20
Q011911,pool,1,4000,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,68,48,57,1,biggest,,no,12
Q011912,pool,5,1700,hold,DON'T TAP IF YOU SEE SONG,अगर SONG दिखे तो टैप न करें,SQUIRREL,OVER,JACKFRUIT,"1,2,3",mixed,,no,26
Q011913,pool,3,2600,rule,TAP THE COLOUR,रंग पर टैप करें,CLOCK,GREEN,TEMPLE,2,colour,,no,16
Q011914,pool,1,4000,go,TAP GUAVA,GUAVA पर टैप करें,PATNA,PONGAL,GUAVA,3,mixed,,no,10
Q011915,pool,2,3200,go,TAP MIRROR,MIRROR पर टैप करें,FLOWER,MIRROR,AUTO,2,mixed,,no,12
Q011916,pool,4,2100,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,LEFT,MIDDLE,RIGHT,1,position,,yes,18
Q011917,pool,1,4000,go,TAP MOUSE,MOUSE पर टैप करें,PANEER,MOUSE,MOON,2,mixed,,no,10
Q011918,pool,3,2600,except,TAP BOTH EXCEPT MANGO,MANGO छोड़कर बाकी दोनों पर टैप करें,FOREST,MANGO,BANANA,"1,3",mixed,,no,20
Q011919,pool,2,3200,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,64,2,53,3,odd,,no,14
Q011920,pool,3,2600,except,TAP BOTH EXCEPT JEEP,JEEP छोड़कर बाकी दोनों पर टैप करें,CATCH,TURBAN,JEEP,"1,2",mixed,,no,20
Q011921,pool,3,2600,go,TAP FOOT,FOOT पर टैप करें,FOOT,RUNOUT,HYDERABAD,1,mixed,,yes,13
Q011922,pool,2,3200,hold,DON'T TAP IF YOU SEE TABLA,अगर TABLA दिखे तो टैप न करें,SUNDAY,WINDOW,TABLA,,mixed,no_go,no,17
Q011923,pool,2,3200,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,RIGHT,LEFT,3,position,slot_conflict,yes,14
Q011924,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,RIGHT,LEFT,1,position,slot_conflict,yes,14
Q011925,pool,2,3200,go,TAP GREEN,GREEN पर टैप करें,CAT,KNEE,GREEN,3,mixed,,no,12
Q011926,pool,2,3200,except,TAP BOTH EXCEPT STUMPS,STUMPS छोड़कर बाकी दोनों पर टैप करें,PONGAL,STUMPS,PLATE,"1,3",mixed,,no,17
Q011927,pool,1,4000,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,LEFT,RIGHT,MIDDLE,1,position,,yes,12
Q011928,pool,3,2600,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,MIDDLE,LEFT,3,position,slot_conflict,yes,16
Q011929,pool,4,2100,except,TAP BOTH EXCEPT LADDU,LADDU छोड़कर बाकी दोनों पर टैप करें,NAGPUR,HAND,LADDU,"1,2",mixed,,no,23
Q011930,pool,1,4000,rule,TAP THE SHAPE,आकृति पर टैप करें,EAR,STAR,WIND,2,shape,,no,12
Q011931,pool,3,2600,hold,DON'T TAP IF YOU SEE TIGER,अगर TIGER दिखे तो टैप न करें,DOSA,BLACK,TIGER,,mixed,no_go,no,20
Q011932,pool,3,2600,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,88,5,9,1,even,,no,16
Q011933,pool,2,3200,except,TAP BOTH EXCEPT APPLE,APPLE छोड़कर बाकी दोनों पर टैप करें,APPLE,POMEGRANATE,MAP,"2,3",mixed,,no,17
Q011934,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,RIGHT,LEFT,1,position,slot_conflict,yes,14
Q011935,pool,2,3200,go,TAP HOSPITAL,HOSPITAL पर टैप करें,SHOP,HOSPITAL,WIND,2,mixed,,no,12
Q011936,pool,5,1700,hold,DON'T TAP IF YOU SEE STATION,अगर STATION दिखे तो टैप न करें,STATION,POTTER,PURPLE,,mixed,no_go,no,26
Q011937,pool,3,2600,rule,TAP THE COLOUR,रंग पर टैप करें,CATCH,TODAY,GREY,3,colour,,no,16
Q011938,pool,5,1700,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,21
Q011939,pool,4,2100,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,80,85,75,1,even,,yes,18
Q011940,pool,1,4000,except,TAP BOTH EXCEPT MONDAY,MONDAY छोड़कर बाकी दोनों पर टैप करें,MONDAY,BLACK,SIXER,"2,3",mixed,,no,15
Q011941,pool,3,2600,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,17,14,3,2,even,,no,16
Q011942,pool,5,1700,go,TAP NIGHT,NIGHT पर टैप करें,NIGHT,SUN,TABLE,1,mixed,,yes,18
Q011943,pool,3,2600,go,TAP SIXER,SIXER पर टैप करें,LADDU,SUN,SIXER,3,mixed,,yes,13
Q011944,pool,4,2100,except,TAP BOTH EXCEPT NIGHT,NIGHT छोड़कर बाकी दोनों पर टैप करें,TABLA,CHIKOO,NIGHT,"1,2",mixed,,no,23
Q011945,pool,2,3200,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,46,38,65,3,odd,,no,14
Q011946,pool,1,4000,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,22,35,68,1,smallest,,no,12
Q011947,pool,2,3200,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,67,69,58,3,smallest,,no,14
Q011948,pool,5,1700,except,TAP BOTH EXCEPT BAG,BAG छोड़कर बाकी दोनों पर टैप करें,RAINY,BAG,KURTA,"1,3",mixed,,no,26
Q011949,pool,2,3200,go,TAP PEACOCK,PEACOCK पर टैप करें,PEACOCK,BLACK,SLATE,1,mixed,,no,12
Q011950,pool,1,4000,except,TAP BOTH EXCEPT FLOWER,FLOWER छोड़कर बाकी दोनों पर टैप करें,PLATE,FLOWER,ROTI,"1,3",mixed,,no,15
Q011951,pool,3,2600,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,MIDDLE,LEFT,3,position,slot_conflict,yes,16
Q011952,pool,4,2100,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,4,42,64,3,biggest,,yes,18
Q011953,pool,3,2600,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,RIGHT,LEFT,3,position,slot_conflict,yes,16
Q011954,pool,4,2100,hold,DON'T TAP IF YOU SEE MOUNTAIN,अगर MOUNTAIN दिखे तो टैप न करें,MOUNTAIN,TOOTH,CHIKOO,,mixed,no_go,no,23
Q011955,pool,1,4000,except,TAP BOTH EXCEPT PINK,PINK छोड़कर बाकी दोनों पर टैप करें,TIGER,PINK,DOCTOR,"1,3",mixed,,no,15
Q011956,pool,3,2600,go,TAP ELEPHANT,ELEPHANT पर टैप करें,ELEPHANT,CHIKOO,DOG,1,mixed,,yes,13
Q011957,pool,3,2600,go,TAP CLOUDY,CLOUDY पर टैप करें,STORM,CLOUDY,KOLKATA,2,mixed,,yes,13
Q011958,pool,1,4000,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,RIGHT,LEFT,2,position,slot_conflict,yes,12
Q011959,pool,3,2600,go,TAP LOHRI,LOHRI पर टैप करें,LOHRI,CAMEL,TRIANGLE,1,mixed,,yes,13
Q011960,pool,5,1700,go,TAP BUS,BUS पर टैप करें,BUS,CHRISTMAS,TAILOR,1,mixed,,yes,18
Q011961,pool,3,2600,go,TAP 7,7 पर टैप करें,31,SEVEN,7,3,mixed,digit_word,yes,13
Q011962,pool,5,1700,rule,TAP THE SHAPE,आकृति पर टैप करें,CHALK,STAR,COOK,2,shape,,yes,21
Q011963,pool,4,2100,go,TAP WHITE,WHITE पर टैप करें,LUCKNOW,CAT,WHITE,3,mixed,,yes,15
Q011964,pool,4,2100,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,RIGHT,LEFT,MIDDLE,1,position,slot_conflict,yes,18
Q011965,pool,1,4000,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,RIGHT,LEFT,3,position,slot_conflict,yes,12
Q011966,pool,5,1700,go,TAP PATNA,PATNA पर टैप करें,LYCHEE,PATNA,LOHRI,2,mixed,,yes,18
Q011967,pool,4,2100,go,TAP 6,6 पर टैप करें,34,6,SIX,2,mixed,digit_word,yes,15
Q011968,pool,2,3200,except,TAP BOTH EXCEPT PENCIL,PENCIL छोड़कर बाकी दोनों पर टैप करें,UGADI,PENCIL,DOG,"1,3",mixed,,no,17
Q011969,pool,4,2100,go,TAP ROTI,ROTI पर टैप करें,DOOR,ROTI,PEN,2,mixed,,yes,15
Q011970,pool,2,3200,except,TAP BOTH EXCEPT DAL,DAL छोड़कर बाकी दोनों पर टैप करें,DAL,KOCHI,SURAT,"2,3",mixed,,no,17
Q011971,pool,4,2100,except,TAP BOTH EXCEPT ROTI,ROTI छोड़कर बाकी दोनों पर टैप करें,ROTI,MOUNTAIN,SURAT,"2,3",mixed,,no,23
Q011972,pool,1,4000,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,LEFT,MIDDLE,RIGHT,3,position,,yes,12
Q011973,pool,3,2600,go,TAP RULER,RULER पर टैप करें,DAL,RULER,TABLE,2,mixed,,yes,13
Q011974,pool,5,1700,go,TAP 37,37 पर टैप करें,6,37,SIX,2,mixed,digit_word,yes,18
Q011975,pool,5,1700,go,TAP DUSSEHRA,DUSSEHRA पर टैप करें,WATERMELON,BANANA,DUSSEHRA,3,mixed,,yes,18
Q011976,pool,1,4000,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,26,77,42,1,smallest,,no,12
Q011977,pool,5,1700,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,LEFT,RIGHT,MIDDLE,2,position,slot_conflict,yes,21
Q011978,pool,2,3200,hold,DON'T TAP IF YOU SEE ROTI,अगर ROTI दिखे तो टैप न करें,FROST,SUNDAY,ROTI,,mixed,no_go,no,17
Q011979,pool,1,4000,rule,TAP THE SHAPE,आकृति पर टैप करें,GREEN,HEART,RIVER,2,shape,,no,12
Q011980,pool,3,2600,go,TAP HOLI,HOLI पर टैप करें,WHITE,KHEER,HOLI,3,mixed,,yes,13
Q011981,pool,3,2600,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,16
Q011982,pool,2,3200,go,TAP FLUTE,FLUTE पर टैप करें,FISH,FLUTE,DEER,2,mixed,,no,12
Q011983,pool,1,4000,rule,TAP THE CITY,शहर पर टैप करें,CYCLE,PICKLE,DELHI,3,city,,no,12
Q011984,pool,3,2600,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,WATERMELON,THUNDER,NAVRATRI,3,festival,,no,16
Q011985,pool,5,1700,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,19,74,43,2,even,,yes,21
Q011986,pool,1,4000,go,TAP BROWN,BROWN पर टैप करें,CHAIR,BROWN,HOLI,2,mixed,,no,10
Q011987,pool,5,1700,go,TAP MONDAY,MONDAY पर टैप करें,MONDAY,PURI,STONE,1,mixed,,yes,18
Q011988,pool,5,1700,except,TAP BOTH EXCEPT SUN,SUN छोड़कर बाकी दोनों पर टैप करें,BLACK,SUN,BALL,"1,3",mixed,,no,26
Q011989,pool,5,1700,hold,DON'T TAP IF YOU SEE OVAL,अगर OVAL दिखे तो टैप न करें,OVAL,PLATE,POTTER,,mixed,no_go,no,26
Q011990,pool,5,1700,rule,TAP THE COLOUR,रंग पर टैप करें,WATERMELON,RED,CHAIR,2,colour,,yes,21
Q011991,pool,3,2600,except,TAP BOTH EXCEPT EID,EID छोड़कर बाकी दोनों पर टैप करें,ARROW,EID,CAMEL,"1,3",mixed,,no,20
Q011992,pool,3,2600,rule,TAP THE FRUIT,फल पर टैप करें,STAR,RAIN,CUSTARD APPLE,3,fruit,,no,16
Q011993,pool,3,2600,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,LEFT,RIGHT,1,position,slot_conflict,yes,16
Q011994,pool,1,4000,hold,DON'T TAP IF YOU SEE SIXER,अगर SIXER दिखे तो टैप न करें,HOLI,AUTO,SIXER,,mixed,no_go,no,15
Q011995,pool,1,4000,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,79,65,50,3,even,,no,12
Q011996,pool,5,1700,go,TAP CROW,CROW पर टैप करें,CROW,NIGHT,CUSTARD APPLE,1,mixed,,yes,18
Q011997,pool,2,3200,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,RIGHT,LEFT,2,position,slot_conflict,yes,14
Q011998,pool,1,4000,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,31,42,57,2,even,,no,12
Q011999,pool,3,2600,rule,TAP THE FRUIT,फल पर टैप करें,MANGO,MAP,DIAMOND,1,fruit,,no,16
Q012000,pool,3,2600,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,RIGHT,LEFT,MIDDLE,1,position,slot_conflict,yes,16
Q012001,pool,3,2600,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,RIGHT,LEFT,3,position,slot_conflict,yes,16
Q012002,pool,4,2100,go,TAP DOSA,DOSA पर टैप करें,FISH,DOSA,ERASER,2,mixed,,yes,15
Q012003,pool,2,3200,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,72,69,4,2,odd,,no,14
Q012004,pool,1,4000,hold,DON'T TAP IF YOU SEE UPMA,अगर UPMA दिखे तो टैप न करें,LION,UPMA,CHENNAI,,mixed,no_go,no,15
Q012005,pool,5,1700,go,TAP FOG,FOG पर टैप करें,SHIRT,CLOUD,FOG,3,mixed,,yes,18
Q012006,pool,4,2100,hold,DON'T TAP IF YOU SEE EID,अगर EID दिखे तो टैप न करें,EID,WIND,EAR,,mixed,no_go,no,23
Q012007,pool,2,3200,hold,DON'T TAP IF YOU SEE CROSS,अगर CROSS दिखे तो टैप न करें,DELHI,STAR,CROSS,,mixed,no_go,no,17
Q012008,pool,3,2600,except,TAP BOTH EXCEPT CAMEL,CAMEL छोड़कर बाकी दोनों पर टैप करें,CAMEL,FOOT,RABBIT,"2,3",mixed,,no,20
Q012009,pool,2,3200,hold,DON'T TAP IF YOU SEE SCARF,अगर SCARF दिखे तो टैप न करें,CHIKOO,SCARF,DRIVER,,mixed,no_go,no,17
Q012010,pool,1,4000,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,MIDDLE,LEFT,2,position,,yes,12
Q012011,pool,5,1700,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,MIDDLE,LEFT,3,position,slot_conflict,yes,21
Q012012,pool,5,1700,go,TAP BLOCK,BLOCK पर टैप करें,RICKSHAW,CLOCK,BLOCK,3,mixed,lookalike,yes,18
Q012013,pool,4,2100,except,TAP BOTH EXCEPT TOMORROW,TOMORROW छोड़कर बाकी दोनों पर टैप करें,DOCTOR,TOMORROW,EYE,"1,3",mixed,,no,23
Q012014,pool,5,1700,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,71,74,34,3,smallest,,yes,21
Q012015,pool,1,4000,except,TAP BOTH EXCEPT SOCKS,SOCKS छोड़कर बाकी दोनों पर टैप करें,ERASER,BAT,SOCKS,"1,2",mixed,,no,15
Q012016,pool,2,3200,go,TAP 29,29 पर टैप करें,16,87,29,3,mixed,,no,12
Q012017,pool,4,2100,hold,DON'T TAP IF YOU SEE GUARD,अगर GUARD दिखे तो टैप न करें,GUARD,BUS,CLOUDY,,mixed,no_go,no,23
Q012018,pool,3,2600,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,RIGHT,LEFT,3,position,slot_conflict,yes,16
Q012019,pool,3,2600,go,TAP SAND,SAND पर टैप करें,BAND,BANANA,SAND,3,mixed,lookalike,yes,13
Q012020,pool,5,1700,except,TAP BOTH EXCEPT EAR,EAR छोड़कर बाकी दोनों पर टैप करें,EAR,PENCIL,OVER,"2,3",mixed,,no,26
Q012021,pool,5,1700,except,TAP BOTH EXCEPT CHALK,CHALK छोड़कर बाकी दोनों पर टैप करें,OVER,HALWA,CHALK,"1,2",mixed,,no,26
Q012022,pool,1,4000,except,TAP BOTH EXCEPT GREY,GREY छोड़कर बाकी दोनों पर टैप करें,GREY,JAIPUR,NOON,"2,3",mixed,,no,15
Q012023,pool,5,1700,go,TAP EVENING,EVENING पर टैप करें,EVENING,PIN,PEN,1,mixed,lookalike,yes,18
Q012024,pool,4,2100,hold,DON'T TAP IF YOU SEE LYCHEE,अगर LYCHEE दिखे तो टैप न करें,MOON,GUAVA,LYCHEE,,mixed,no_go,no,23
Q012025,pool,2,3200,except,TAP BOTH EXCEPT CHALK,CHALK छोड़कर बाकी दोनों पर टैप करें,CHALK,RICKSHAW,BAISAKHI,"2,3",mixed,,no,17
Q012026,pool,3,2600,except,TAP BOTH EXCEPT SPOON,SPOON छोड़कर बाकी दोनों पर टैप करें,COW,SPOON,FLOWER,"1,3",mixed,,no,20
Q012027,pool,1,4000,hold,DON'T TAP IF YOU SEE COW,अगर COW दिखे तो टैप न करें,WHISTLE,MUMBAI,COW,,mixed,no_go,no,15
Q012028,pool,5,1700,go,TAP HAND,HAND पर टैप करें,HAND,BAND,PARROT,1,mixed,lookalike,yes,18
Q012029,pool,2,3200,go,TAP CROSS,CROSS पर टैप करें,ORANGE,CROSS,CLOUD,2,mixed,,no,12
Q012030,pool,4,2100,hold,DON'T TAP IF YOU SEE DUSSEHRA,अगर DUSSEHRA दिखे तो टैप न करें,AUTO,OVAL,PURI,"1,2,3",mixed,,no,23
Q012031,pool,1,4000,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,15,3,31,2,smallest,,no,12
Q012032,pool,3,2600,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,31,18,4,1,odd,,no,16
Q012033,pool,5,1700,go,TAP EIGHT,EIGHT पर टैप करें,8,EIGHT,60,2,mixed,digit_word,yes,18
Q012034,pool,1,4000,go,TAP TOMORROW,TOMORROW पर टैप करें,BELL,TOMORROW,MUMBAI,2,mixed,,no,10
Q012035,pool,1,4000,hold,DON'T TAP IF YOU SEE SURAT,अगर SURAT दिखे तो टैप न करें,EID,SURAT,SHAWL,,mixed,no_go,no,15
Q012036,pool,5,1700,go,TAP JALEBI,JALEBI पर टैप करें,JALEBI,GUARD,CHENNAI,1,mixed,,yes,18
Q012037,pool,1,4000,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,RIGHT,LEFT,2,position,slot_conflict,yes,12
Q012038,pool,3,2600,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,78,19,80,2,odd,,no,16
Q012039,pool,1,4000,go,TAP NIGHT,NIGHT पर टैप करें,KHEER,NAVRATRI,NIGHT,3,mixed,,no,10
Q012040,pool,3,2600,go,TAP 76,76 पर टैप करें,5,76,FIVE,2,mixed,digit_word,yes,13
Q012041,pool,1,4000,except,TAP BOTH EXCEPT CLOUD,CLOUD छोड़कर बाकी दोनों पर टैप करें,PONGAL,MORNING,CLOUD,"1,2",mixed,,no,15
Q012042,pool,3,2600,hold,DON'T TAP IF YOU SEE DOOR,अगर DOOR दिखे तो टैप न करें,WEAVER,THUMB,HALWA,"1,2,3",mixed,,no,20
Q012043,pool,5,1700,hold,DON'T TAP IF YOU SEE LION,अगर LION दिखे तो टैप न करें,EID,JACKFRUIT,CLOUD,"1,2,3",mixed,,no,26
Q012044,pool,4,2100,go,TAP NAGPUR,NAGPUR पर टैप करें,NAGPUR,PARROT,INDORE,1,mixed,,yes,15
Q012045,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,LEFT,MIDDLE,RIGHT,2,position,,yes,14
Q012046,pool,1,4000,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,LEFT,MIDDLE,RIGHT,2,position,,yes,12
Q012047,pool,2,3200,rule,TAP THE SHAPE,आकृति पर टैप करें,PANEER,ONAM,OVAL,3,shape,,no,14
Q012048,pool,1,4000,go,TAP OVAL,OVAL पर टैप करें,SONG,SAREE,OVAL,3,mixed,,no,10
Q012049,pool,5,1700,except,TAP BOTH EXCEPT BOAT,BOAT छोड़कर बाकी दोनों पर टैप करें,MAP,BOAT,THUMB,"1,3",mixed,,no,26
Q012050,pool,3,2600,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,RIGHT,LEFT,3,position,slot_conflict,yes,16
Q012051,pool,1,4000,rule,TAP THE VEHICLE,वाहन पर टैप करें,NAGPUR,SCOOTER,STORM,2,vehicle,,no,12
Q012052,pool,3,2600,hold,DON'T TAP IF YOU SEE TOMORROW,अगर TOMORROW दिखे तो टैप न करें,DUSSEHRA,PONGAL,GUARD,"1,2,3",mixed,,no,20
Q012053,pool,4,2100,rule,TAP THE COLOUR,रंग पर टैप करें,BLACK,RIVER,LYCHEE,1,colour,,yes,18
Q012054,pool,1,4000,hold,DON'T TAP IF YOU SEE LUCKNOW,अगर LUCKNOW दिखे तो टैप न करें,SHIRT,DAL,FOREST,"1,2,3",mixed,,no,15
Q012055,pool,5,1700,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,LEFT,RIGHT,1,position,slot_conflict,yes,21
Q012056,pool,3,2600,go,TAP BLACK,BLACK पर टैप करें,CHAIR,TOOTH,BLACK,3,mixed,,yes,13
Q012057,pool,1,4000,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,88,91,18,2,odd,,no,12
Q012058,pool,1,4000,rule,TAP THE COLOUR,रंग पर टैप करें,FLOWER,WHITE,CATCH,2,colour,,no,12
Q012059,pool,4,2100,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,LEFT,RIGHT,2,position,slot_conflict,yes,18
Q012060,pool,5,1700,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,LEFT,MIDDLE,RIGHT,2,position,,yes,21
Q012061,pool,2,3200,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,24,84,46,2,biggest,,no,14
Q012062,pool,5,1700,hold,DON'T TAP IF YOU SEE TOOTH,अगर TOOTH दिखे तो टैप न करें,PUNE,HAIL,BARBER,"1,2,3",mixed,,no,26
Q012063,pool,4,2100,except,TAP BOTH EXCEPT MONDAY,MONDAY छोड़कर बाकी दोनों पर टैप करें,MONDAY,DAL,LUCKNOW,"2,3",mixed,,no,23
Q012064,pool,5,1700,go,TAP HELMET,HELMET पर टैप करें,DHOL,OVAL,HELMET,3,mixed,,yes,18
Q012065,pool,1,4000,except,TAP BOTH EXCEPT CUSTARD APPLE,CUSTARD APPLE छोड़कर बाकी दोनों पर टैप करें,KNEE,CUSTARD APPLE,IDLI,"1,3",mixed,,no,15
Q012066,pool,1,4000,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,7,76,27,2,even,,no,12
Q012067,pool,1,4000,rule,TAP THE ANIMAL,जानवर पर टैप करें,GOLDEN,OVER,PARROT,3,animal,,no,12
Q012068,pool,3,2600,rule,TAP THE COLOUR,रंग पर टैप करें,TABLA,JAIPUR,GREEN,3,colour,,no,16
Q012069,pool,4,2100,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,MIDDLE,LEFT,2,position,,yes,18
Q012070,pool,1,4000,except,TAP BOTH EXCEPT STONE,STONE छोड़कर बाकी दोनों पर टैप करें,STONE,PINK,FOG,"2,3",mixed,,no,15
Q012071,pool,4,2100,go,TAP GREEN,GREEN पर टैप करें,PLATE,GREEN,MUMBAI,2,mixed,,yes,15
Q012072,pool,2,3200,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,84,39,78,1,biggest,,no,14
Q012073,pool,1,4000,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,54,45,32,3,smallest,,no,12
Q012074,pool,3,2600,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,LEFT,RIGHT,2,position,slot_conflict,yes,16
Q012075,pool,3,2600,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,LEFT,RIGHT,1,position,slot_conflict,yes,16
Q012076,pool,2,3200,go,TAP CROSS,CROSS पर टैप करें,CROSS,RABBIT,PLATE,1,mixed,,no,12
Q012077,pool,2,3200,except,TAP BOTH EXCEPT CROSS,CROSS छोड़कर बाकी दोनों पर टैप करें,SAMOSA,CAMEL,CROSS,"1,2",mixed,,no,17
Q012078,pool,5,1700,go,TAP CAT,CAT पर टैप करें,CURD,UPMA,CAT,3,mixed,,yes,18
Q012079,pool,3,2600,except,TAP BOTH EXCEPT JAIPUR,JAIPUR छोड़कर बाकी दोनों पर टैप करें,JAIPUR,SCARF,ARROW,"2,3",mixed,,no,20
Q012080,pool,2,3200,hold,DON'T TAP IF YOU SEE CROW,अगर CROW दिखे तो टैप न करें,FRIDAY,STUMPS,CROW,,mixed,no_go,no,17
Q012081,pool,4,2100,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,18
Q012082,pool,1,4000,except,TAP BOTH EXCEPT FLUTE,FLUTE छोड़कर बाकी दोनों पर टैप करें,BUCKET,FLUTE,DRIVER,"1,3",mixed,,no,15
